283	-0.73696
284	-0.71601
285	-0.69225
286	-0.66577
287	-0.63667
288	-0.60507
289	-0.57110
290	-0.53488
291	-0.49656
292	-0.45629
293	-0.41423
294	-0.37054
295	-0.32539
296	-0.27896
297	-0.23144
298	-0.18301
299	-0.13386
300	-0.08419
301	-0.03418
302	0.01596
303	0.06603
304	0.11585
305	0.16521
306	0.21393
307	0.26180
308	0.30865
309	0.35428
310	0.39852
311	0.44119
312	0.48213
313	0.52118
314	0.55818
315	0.59299
316	0.62547
317	0.65549
318	0.68293
319	0.70769
320	0.72967
321	0.74879
322	0.76496
323	0.77813
324	0.78824
325	0.79525
326	0.79914
327	0.79989
328	0.79750
329	0.79197
330	0.78334
331	0.77162
332	0.75688
333	0.73916
334	0.71853
335	0.69509
336	0.66891
337	0.64011
338	0.60879
339	0.57508
340	0.53911
341	0.50102
342	0.46096
343	0.41909
344	0.37558
345	0.33059
346	0.28430
347	0.23689
348	0.18856
349	0.13948
350	0.08985
351	0.03988
352	-0.01026
353	-0.06035
354	-0.11021
355	-0.15963
356	-0.20843
357	-0.25641
358	-0.30338
359	-0.34916
360	-0.39357
361	-0.43643
362	-0.47757
363	-0.51684
364	-0.55408
365	-0.58915
366	-0.62190
367	-0.65220
368	-0.67994
369	-0.70502
370	-0.72732
371	-0.74676
372	-0.76327
373	-0.77678
374	-0.78725
375	-0.79461
376	-0.79886
377	-0.79997
378	-0.79793
379	-0.79276
380	-0.78447
381	-0.77311
382	-0.75870
383	-0.74132
384	-0.72102
385	-0.69789
386	-0.67202
387	-0.64351
388	-0.61247
389	-0.57902
390	-0.54330
391	-0.50545
392	-0.46561
393	-0.42394
394	-0.38060
395	-0.33577
396	-0.28962
397	-0.24233
398	-0.19409
399	-0.14509
400	-0.09552
401	-0.04557
402	0.00456
403	0.05467
404	0.10456
405	0.15405
406	0.20292
407	0.25100
408	0.29810
409	0.34402
410	0.38860
411	0.43164
412	0.47299
413	0.51248
414	0.54996
415	0.58528
416	0.61830
417	0.64888
418	0.67692
419	0.70230
420	0.72493
421	0.74470
422	0.76155
423	0.77540
424	0.78621
425	0.79393
426	0.79853
427	0.80000
428	0.79832
429	0.79350
430	0.78557
431	0.77455
432	0.76049
433	0.74344
434	0.72347
435	0.70066
436	0.67510
437	0.64688
438	0.61612
439	0.58294
440	0.54747
441	0.50985
442	0.47023
443	0.42876
444	0.38560
445	0.34093
446	0.29492
447	0.24776
448	0.19961
449	0.15069
450	0.10117
451	0.05126
452	0.00114
453	-0.04898
454	-0.09891
455	-0.14845
456	-0.19741
457	-0.24559
458	-0.29280
459	-0.33887
460	-0.38360
461	-0.42683
462	-0.46838
463	-0.50809
464	-0.54581
465	-0.58138
466	-0.61466
467	-0.64553
468	-0.67387
469	-0.69956
470	-0.72250
471	-0.74260
472	-0.75978
473	-0.77398
474	-0.78514
475	-0.79321
476	-0.79817
477	-0.79999
478	-0.79867
479	-0.79421
480	-0.78663
481	-0.77596
482	-0.76224
483	-0.74553
484	-0.72589
485	-0.70339
486	-0.67814
487	-0.65022
488	-0.61974
489	-0.58683
490	-0.55161
491	-0.51423
492	-0.47483
493	-0.43356
494	-0.39059
495	-0.34608
496	-0.30021
497	-0.25317
498	-0.20513
499	-0.15628
500	-0.10682
501	-0.05694
502	-0.00684
503	0.04329
504	0.09325
505	0.14285
506	0.19188
507	0.24016
508	0.28749
509	0.33370
510	0.37859
511	0.42200
512	0.46375
513	0.50368
514	0.54163
515	0.57745
516	0.61100
517	0.64215
518	0.67078
519	0.69678
520	0.72003
521	0.74046
522	0.75798
523	0.77252
524	0.78402
525	0.79245
526	0.79776
527	0.79994
528	0.79898
529	0.79487
530	0.78765
531	0.77733
532	0.76395
533	0.74758
534	0.72826
535	0.70609
536	0.68114
537	0.65352
538	0.62333
539	0.59069
540	0.55573
541	0.51858
542	0.47940
543	0.43834
544	0.39555
545	0.35121
546	0.30549
547	0.25857
548	0.21063
549	0.16187
550	0.11247
551	0.06263
552	0.01254
553	-0.03760
554	-0.08759
555	-0.13723
556	-0.18634
557	-0.23471
558	-0.28217
559	-0.32851
560	-0.37356
561	-0.41715
562	-0.45909
563	-0.49924
564	-0.53742
565	-0.57349
566	-0.60731
567	-0.63874
568	-0.66766
569	-0.69396
570	-0.71753
571	-0.73828
572	-0.75614
573	-0.77102
574	-0.78287
575	-0.79165
576	-0.79732
577	-0.79985
578	-0.79924
579	-0.79550
580	-0.78863
581	-0.77865
582	-0.76562
583	-0.74959
584	-0.73060
585	-0.70875
586	-0.68411
587	-0.65679
588	-0.62688
589	-0.59452
590	-0.55981
591	-0.52291
592	-0.48395
593	-0.44309
594	-0.40049
595	-0.35632
596	-0.31075
597	-0.26395
598	-0.21612
599	-0.16744
600	-0.11811
601	-0.06831
602	-0.01824
603	0.03191
604	0.08192
605	0.13162
606	0.18079
607	0.22926
608	0.27683
609	0.32331
610	0.36851
611	0.41227
612	0.45442
613	0.49477
614	0.53318
615	0.56950
616	0.60358
617	0.63529
618	0.66450
619	0.69110
620	0.71499
621	0.73607
622	0.75426
623	0.76948
624	0.78168
625	0.79081
626	0.79683
627	0.79972
628	0.79947
629	0.79608
630	0.78956
631	0.77994
632	0.76726
633	0.75156
634	0.73291
635	0.71138
636	0.68705
637	0.66003
638	0.63041
639	0.59831
640	0.56387
641	0.52721
642	0.48848
643	0.44783
644	0.40542
645	0.36141
646	0.31599
647	0.26933
648	0.22161
649	0.17301
650	0.12374
651	0.07398
652	0.02393
653	-0.02621
654	-0.07625
655	-0.12599
656	-0.17524
657	-0.22379
658	-0.27147
659	-0.31808
660	-0.36345
661	-0.40738
662	-0.44971
663	-0.49028
664	-0.52892
665	-0.56548
666	-0.59982
667	-0.63181
668	-0.66131
669	-0.68822
670	-0.71242
671	-0.73382
672	-0.75234
673	-0.76790
674	-0.78045
675	-0.78993
676	-0.79630
677	-0.79955
678	-0.79966
679	-0.79662
680	-0.79046
681	-0.78119
682	-0.76885
683	-0.75349
684	-0.73517
685	-0.71397
686	-0.68995
687	-0.66323
688	-0.63390
689	-0.60208
690	-0.56790
691	-0.53148
692	-0.49298
693	-0.45254
694	-0.41032
695	-0.36649
696	-0.32122
697	-0.27469
698	-0.22708
699	-0.17857
700	-0.12937
701	-0.07965
702	-0.02963
703	0.02051
704	0.07058
705	0.12036
706	0.16967
707	0.21832
708	0.26611
709	0.31285
710	0.35836
711	0.40247
712	0.44499
713	0.48576
714	0.52463
715	0.56144
716	0.59604
717	0.62830
718	0.65809
719	0.68529
720	0.70981
721	0.73153
722	0.75038
723	0.76628
724	0.77917
725	0.78900
726	0.79574
727	0.79934
728	0.79980
729	0.79713
730	0.79132
731	0.78240
732	0.77041
733	0.75539
734	0.73740
735	0.71652
736	0.69282
737	0.66640
738	0.63736
739	0.60582
740	0.57190
741	0.53573
742	0.49745
743	0.45723
744	0.41520
745	0.37155
746	0.32643
747	0.28003
748	0.23253
749	0.18412
750	0.13499
751	0.08532
752	0.03532
753	-0.01482
754	-0.06490
755	-0.11472
756	-0.16410
757	-0.21283
758	-0.26072
759	-0.30759
760	-0.35326
761	-0.39753
762	-0.44024
763	-0.48122
764	-0.52032
765	-0.55736
766	-0.59222
767	-0.62475
768	-0.65483
769	-0.68234
770	-0.70716
771	-0.72920
772	-0.74839
773	-0.76463
774	-0.77786
775	-0.78804
776	-0.79513
777	-0.79909
778	-0.79991
779	-0.79759
780	-0.79213
781	-0.78357
782	-0.77192
783	-0.75725
784	-0.73959
785	-0.71904
786	-0.69565
787	-0.66954
788	-0.64079
789	-0.60953
790	-0.57587
791	-0.53995
792	-0.50190
793	-0.46189
794	-0.42006
795	-0.37658
796	-0.33162
797	-0.28536
798	-0.23798
799	-0.18966
800	-0.14060
801	-0.09099
802	-0.04102
803	0.00912
804	0.05922
805	0.10908
806	0.15852
807	0.20733
808	0.25533
809	0.30233
810	0.34813
811	0.39257
812	0.43547
813	0.47666
814	0.51597
815	0.55326
816	0.58838
817	0.62118
818	0.65154
819	0.67934
820	0.70448
821	0.72684
822	0.74635
823	0.76293
824	0.77651
825	0.78704
826	0.79448
827	0.79880
828	0.79998
829	0.79801
830	0.79291
831	0.78470
832	0.77340
833	0.75906
834	0.74175
835	0.72152
836	0.69845
837	0.67264
838	0.64419
839	0.61320
840	0.57981
841	0.54414
842	0.50633
843	0.46653
844	0.42490
845	0.38160
846	0.33680
847	0.29068
848	0.24342
849	0.19520
850	0.14621
851	0.09665
852	0.04671
853	-0.00342
854	-0.05353
855	-0.10343
856	-0.15293
857	-0.20182
858	-0.24992
859	-0.29704
860	-0.34299
861	-0.38760
862	-0.43068
863	-0.47207
864	-0.51161
865	-0.54913
866	-0.58450
867	-0.61757
868	-0.64822
869	-0.67632
870	-0.70176
871	-0.72444
872	-0.74428
873	-0.76120
874	-0.77512
875	-0.78600
876	-0.79379
877	-0.79846
878	-0.80000
879	-0.79839
880	-0.79365
881	-0.78579
882	-0.77484
883	-0.76085
884	-0.74386
885	-0.72396
886	-0.70121
887	-0.67571
888	-0.64755
889	-0.61685
890	-0.58372
891	-0.54830
892	-0.51073
893	-0.47115
894	-0.42972
895	-0.38660
896	-0.34196
897	-0.29598
898	-0.24884
899	-0.20072
900	-0.15181
901	-0.10230
902	-0.05239
903	-0.00228
904	0.04784
905	0.09778
906	0.14733
907	0.19630
908	0.24450
909	0.29174
910	0.33784
911	0.38260
912	0.42587
913	0.46746
914	0.50721
915	0.54497
916	0.58059
917	0.61393
918	0.64486
919	0.67325
920	0.69900
921	0.72201
922	0.74217
923	0.75942
924	0.77369
925	0.78492
926	0.79306
927	0.79809
928	0.79998
929	0.79873
930	0.79435
931	0.78684
932	0.77624
933	0.76259
934	0.74594
935	0.72637
936	0.70394
937	0.67874
938	0.65088
939	0.62046
940	0.58760
941	0.55244
942	0.51510
943	0.47574
944	0.43452
945	0.39158
946	0.34711
947	0.30127
948	0.25425
949	0.20623
950	0.15740
951	0.10795
952	0.05808
953	0.00798
954	-0.04215
955	-0.09212
956	-0.14172
957	-0.19077
958	-0.23907
959	-0.28643
960	-0.33266
961	-0.37759
962	-0.42103
963	-0.46282
964	-0.50279
965	-0.54079
966	-0.57666
967	-0.61026
968	-0.64147
969	-0.67016
970	-0.69621
971	-0.71953
972	-0.74003
973	-0.75761
974	-0.77222
975	-0.78380
976	-0.79229
977	-0.79768
978	-0.79993
979	-0.79903
980	-0.79500
981	-0.78785
982	-0.77760
983	-0.76429
984	-0.74798
985	-0.72874
986	-0.70663
987	-0.68174
988	-0.65418
989	-0.62404
990	-0.59146
991	-0.55655
992	-0.51945
993	-0.48031
994	-0.43929
995	-0.39654
996	-0.35223
997	-0.30654
998	-0.25965
999	-0.21173
1000	-0.16298
1001	-0.11360
1002	-0.06376
1003	-0.01368
1004	0.03646
1005	0.08646
1006	0.13611
1007	0.18523
1008	0.23362
1009	0.28110
1010	0.32747
1011	0.37255
1012	0.41618
1013	0.45816
1014	0.49835
1015	0.53657
1016	0.57269
1017	0.60656
1018	0.63805
1019	0.66703
1020	0.69339
1021	0.71702
1022	0.73784
1023	0.75576
1024	0.77071
